/home/mingyue/Documents/Angelix/angelix/TSE/RDS/tcas/36
/home/mingyue/Documents/Angelix/angelix/TSE/RDS/tcas/golden
/home/mingyue/Documents/Angelix/angelix/TSE/RDS/tcas/36/oracle4
INFO     synthesis       ==class Synthesizer
INFO     semfix_syn      ==class Semfix_Synthesizer
INFO     project         configuring validation source
INFO     project         building json compilation database from validation source
INFO     testing         running test '1' of validation source
INFO     testing         running test '2' of validation source
INFO     testing         running test '3' of validation source
INFO     testing         running test '4' of validation source
INFO     testing         running test '5' of validation source
INFO     testing         running test '6' of validation source
INFO     testing         running test '7' of validation source
INFO     testing         running test '8' of validation source
INFO     testing         running test '9' of validation source
INFO     testing         running test '10' of validation source
INFO     testing         running test '11' of validation source
INFO     testing         running test '12' of validation source
INFO     testing         running test '13' of validation source
INFO     testing         running test '14' of validation source
INFO     testing         running test '15' of validation source
INFO     testing         running test '16' of validation source
INFO     testing         running test '17' of validation source
INFO     testing         running test '18' of validation source
INFO     testing         running test '19' of validation source
INFO     testing         running test '20' of validation source
INFO     testing         running test '21' of validation source
INFO     testing         running test '22' of validation source
INFO     testing         running test '23' of validation source
INFO     testing         running test '24' of validation source
INFO     testing         running test '25' of validation source
INFO     testing         running test '26' of validation source
INFO     testing         running test '27' of validation source
INFO     testing         running test '28' of validation source
INFO     testing         running test '29' of validation source
INFO     testing         running test '30' of validation source
INFO     testing         running test '31' of validation source
INFO     testing         running test '32' of validation source
INFO     testing         running test '33' of validation source
INFO     testing         running test '34' of validation source
INFO     testing         running test '35' of validation source
INFO     testing         running test '36' of validation source
INFO     testing         running test '37' of validation source
INFO     testing         running test '38' of validation source
INFO     testing         running test '39' of validation source
INFO     testing         running test '40' of validation source
INFO     project         configuring frontend source
INFO     transformation  instrumenting repairable of frontend source
INFO     project         building frontend source
INFO     repair          running positive tests for debugging
INFO     testing         running test '1' of frontend source
INFO     testing         running test '2' of frontend source
INFO     testing         running test '3' of frontend source
INFO     testing         running test '4' of frontend source
INFO     testing         running test '5' of frontend source
INFO     testing         running test '6' of frontend source
INFO     testing         running test '7' of frontend source
INFO     testing         running test '8' of frontend source
INFO     testing         running test '9' of frontend source
INFO     testing         running test '10' of frontend source
INFO     testing         running test '12' of frontend source
INFO     testing         running test '13' of frontend source
INFO     testing         running test '14' of frontend source
INFO     testing         running test '15' of frontend source
INFO     testing         running test '16' of frontend source
INFO     testing         running test '17' of frontend source
INFO     testing         running test '18' of frontend source
INFO     testing         running test '19' of frontend source
INFO     testing         running test '20' of frontend source
INFO     testing         running test '21' of frontend source
INFO     testing         running test '22' of frontend source
INFO     testing         running test '23' of frontend source
INFO     testing         running test '24' of frontend source
INFO     testing         running test '25' of frontend source
INFO     testing         running test '26' of frontend source
INFO     testing         running test '27' of frontend source
INFO     testing         running test '28' of frontend source
INFO     testing         running test '29' of frontend source
INFO     testing         running test '30' of frontend source
INFO     testing         running test '31' of frontend source
INFO     testing         running test '32' of frontend source
INFO     testing         running test '33' of frontend source
INFO     testing         running test '34' of frontend source
INFO     testing         running test '35' of frontend source
INFO     testing         running test '36' of frontend source
INFO     testing         running test '37' of frontend source
INFO     testing         running test '38' of frontend source
INFO     testing         running test '39' of frontend source
INFO     testing         running test '40' of frontend source
INFO     repair          running negative tests for debugging
INFO     testing         running test '11' of frontend source
INFO     project         configuring golden source
INFO     project         building golden source
INFO     testing         running test '11' of golden source
INFO     repair          repair test suite: ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40']
INFO     repair          validation test suite: ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40']
INFO     localization    selected expressions [(200, 11, 200, 31)] with group score 1.0 
INFO     localization    selected expressions [(202, 19, 202, 24)] with group score 1.0 
INFO     localization    selected expressions [(204, 13, 204, 30)] with group score 1.0 
INFO     localization    selected expressions [(206, 21, 206, 21)] with group score 1.0 
INFO     localization    selected expressions [(279, 17, 279, 34)] with group score 1.0 
INFO     localization    selected expressions [(281, 11, 281, 11)] with group score 1.0 
INFO     localization    selected expressions [(283, 19, 283, 24)] with group score 1.0 
INFO     localization    selected expressions [(285, 13, 285, 30)] with group score 1.0 
INFO     localization    selected expressions [(287, 21, 287, 21)] with group score 1.0 
INFO     localization    selected expressions [(417, 21, 417, 21)] with group score 1.0 
INFO     localization    selected expressions [(434, 21, 434, 21)] with group score 1.0 
INFO     localization    selected expressions [(465, 19, 465, 19)] with group score 1.0 
INFO     localization    selected expressions [(410, 19, 410, 36)] with group score 0.5 
INFO     localization    selected expressions [(412, 13, 412, 13)] with group score 0.5 
INFO     localization    selected expressions [(196, 15, 196, 32)] with group score 0.33333 
INFO     localization    selected expressions [(198, 9, 198, 9)] with group score 0.33333 
INFO     localization    selected expressions [(220, 14, 220, 14)] with group score 0.33333 
INFO     localization    selected expressions [(277, 9, 277, 9)] with group score 0.33333 
INFO     localization    selected expressions [(301, 14, 301, 14)] with group score 0.33333 
INFO     localization    selected expressions [(403, 9, 403, 11)] with group score 0.33333 
INFO     repair          considering suspicious expressions [(200, 11, 200, 31)]
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['11']
INFO     project         configuring backend source
INFO     transformation  instrumenting suspicious of backend source
INFO     project         building backend source
INFO     semfix_infer    inferring specification for test '11'
INFO     testing         running test '11' of backend source with KLEE
INFO     semfix_infer    solving path .angelix/backend/klee-out-0/test000002.smt2
INFO     semfix_infer    UNSAT
INFO     semfix_infer    solving path .angelix/backend/klee-out-0/test000001.smt2
INFO     semfix_infer    UNSAT
INFO     semfix_infer    solving path .angelix/backend/klee-out-0/test000004.smt2
INFO     semfix_infer    UNSAT
INFO     semfix_infer    solving path .angelix/backend/klee-out-0/test000003.smt2
INFO     semfix_infer    UNSAT
INFO     semfix_infer    found 0 angelic paths for test '11'
INFO     repair          considering suspicious expressions [(202, 19, 202, 24)]
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['11']
INFO     project         configuring backend source
INFO     transformation  instrumenting suspicious of backend source
INFO     project         building backend source
INFO     semfix_infer    inferring specification for test '11'
INFO     testing         running test '11' of backend source with KLEE
INFO     semfix_infer    solving path .angelix/backend/klee-out-0/test000002.smt2
INFO     semfix_infer    UNSAT
INFO     semfix_infer    solving path .angelix/backend/klee-out-0/test000001.smt2
INFO     semfix_infer    UNSAT
INFO     semfix_infer    solving path .angelix/backend/klee-out-0/test000004.smt2
INFO     semfix_infer    UNSAT
INFO     semfix_infer    solving path .angelix/backend/klee-out-0/test000003.smt2
INFO     semfix_infer    UNSAT
INFO     semfix_infer    found 0 angelic paths for test '11'
INFO     repair          considering suspicious expressions [(204, 13, 204, 30)]
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['11']
INFO     project         configuring backend source
INFO     transformation  instrumenting suspicious of backend source
INFO     project         building backend source
